1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000944e-01,2.000000000000000944e-01,1.000000000000000000e+00,4.499999999999999833e-02,4.499999999999999833e-02
1.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,3.600000000000002642e-01,2.600000000000002309e-01,1.000000000000000000e+00,3.250000000000000111e-02,1.000000000000000194e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.249999999999999306e-02,3.999999999999999389e-02,0.000000000000000000e+00,2.200000000000001399e-01,1.200000000000000927e-01
1.000000000000000000e+00,9.000000000000000000e+01,1.000000000000000000e+00,2.125000000000001055e-01,1.700000000000000955e-01,0.000000000000000000e+00,2.450000000000001621e-01,8.500000000000007550e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000083e-02,4.000000000000000083e-02,3.000000000000000000e+00,1.550000000000000266e-01,1.550000000000000266e-01
1.000000000000000000e+00,9.000000000000000000e+01,2.000000000000000000e+00,2.150000000000001077e-01,1.950000000000001177e-01,3.000000000000000000e+00,1.575000000000000844e-01,8.000000000000007105e-02
1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.575000000000000844e-01,8.000000000000007105e-02,2.000000000000000000e+00,-1.734723475976807094e-18,-2.000000000000000389e-02
1.000000000000000000e+00,9.000000000000000000e+01,3.000000000000000000e+00,3.075000000000002176e-01,1.900000000000001688e-01,2.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000194e-02
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.200000000000001399e-01,1.200000000000000927e-01,1.000000000000000000e+00,6.749999999999999056e-02,4.499999999999999140e-02
2.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,3.650000000000002687e-01,1.850000000000001366e-01,1.000000000000000000e+00,2.625000000000000250e-02,1.000000000000000194e-02
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.624999999999998945e-02,3.499999999999998945e-02,0.000000000000000000e+00,2.150000000000001632e-01,1.050000000000000933e-01
2.000000000000000000e+00,9.000000000000000000e+01,1.000000000000000000e+00,2.112500000000001321e-01,1.050000000000000794e-01,0.000000000000000000e+00,2.225000000000001699e-01,1.000000000000000888e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000139e-02,5.000000000000000971e-03,3.000000000000000000e+00,1.525000000000000799e-01,7.500000000000006661e-02
2.000000000000000000e+00,9.000000000000000000e+01,2.000000000000000000e+00,2.125000000000001332e-01,1.050000000000000794e-01,3.000000000000000000e+00,1.637500000000001177e-01,8.500000000000007550e-02
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.487500000000001044e-01,7.000000000000006217e-02,2.000000000000000000e+00,4.999999999999998369e-03,4.999999999999999237e-03
2.000000000000000000e+00,9.000000000000000000e+01,3.000000000000000000e+00,3.087500000000002465e-01,1.550000000000001377e-01,2.000000000000000000e+00,1.499999999999999944e-02,4.999999999999999237e-03
